word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
incontinence,IH,N,K,AA,N,T,AH,N,AH,N,S,,,,,,,
inconvenience,IH,N,K,AH,N,V,IY,N,Y,AH,N,S,,,,,,
incorporation,IH,N,K,AO,R,P,ER,EY,SH,AH,N,,,,,,,
incorrupt,IH,N,K,AH,R,AH,P,T,,,,,,,,,,
incredulity,IH,N,K,R,AH,D,UW,L,IH,T,IY,,,,,,,
increment,IH,N,K,R,AH,M,AH,N,T,,,,,,,,,
incrustations,IH,N,K,R,AH,S,T,EY,SH,AH,N,Z,,,,,,
incubation,IH,NG,K,Y,UW,B,EY,SH,AH,N,,,,,,,,
incubator,IH,NG,K,Y,AH,B,EY,T,ER,,,,,,,,,
incubi,IH,N,K,Y,UW,B,IY,,,,,,,,,,,
incubus,IH,NG,K,Y,AH,B,AH,S,,,,,,,,,,
inculcation,IH,N,K,AH,L,K,EY,SH,AH,N,,,,,,,,
incumbents,IH,N,K,AH,M,B,AH,N,T,S,,,,,,,,
incurables,IH,N,K,ER,AH,B,AH,L,Z,,,,,,,,,
incursion,IH,N,K,ER,ZH,AH,N,,,,,,,,,,,
indebtedness,IH,N,D,EH,T,IH,D,N,IH,S,,,,,,,,
indecencies,IH,N,D,IY,S,AH,N,S,IY,Z,,,,,,,,
indecision,IH,N,D,IH,S,IH,ZH,AH,N,,,,,,,,,
indelicacy,IH,N,D,EH,L,IH,K,AH,S,IY,,,,,,,,
indemnification,IH,N,D,EH,M,N,AH,F,IH,K,EY,SH,AH,N,,,,
indemnity,IH,N,D,EH,M,N,AH,T,IY,,,,,,,,,
indentation,IH,N,D,EH,N,T,EY,SH,AH,N,,,,,,,,
indenture,IH,N,D,EH,N,CH,ER,,,,,,,,,,,
independence,IH,N,D,IH,P,EH,N,D,AH,N,S,,,,,,,
indeterminacy,IH,N,D,IY,T,ER,M,AH,N,AH,S,IY,,,,,,
index,IH,N,D,EH,K,S,,,,,,,,,,,,
indication,IH,N,D,AH,K,EY,SH,AH,N,,,,,,,,,
indictment,IH,N,D,AY,T,M,AH,N,T,,,,,,,,,
indie,IH,N,D,IY,,,,,,,,,,,,,,
indifference,IH,N,D,IH,F,ER,AH,N,S,,,,,,,,,
indigents,IH,N,D,IH,JH,AH,N,T,S,,,,,,,,,
indigestion,IH,N,D,AY,JH,EH,S,CH,AH,N,,,,,,,,
indignation,IH,N,D,IH,G,N,EY,SH,AH,N,,,,,,,,
indirection,IH,N,D,AH,R,EH,K,SH,AH,N,,,,,,,,
indiscipline,IH,N,D,IH,S,AH,P,L,AH,N,,,,,,,,
indiscretion,IH,N,D,IH,S,K,R,EH,SH,AH,N,,,,,,,
indiscrimination,IH,N,D,IH,S,K,R,IH,M,AH,N,EY,SH,AH,N,,,
indisposition,IH,N,D,IH,S,P,AH,Z,IH,SH,AH,N,,,,,,
individual,IH,N,D,AH,V,IH,JH,AH,W,AH,L,,,,,,,
individualist,IH,N,D,IH,V,IH,D,UW,AH,L,IH,S,T,,,,,
indoctrination,IH,N,D,AA,K,T,R,AH,N,EY,SH,AH,N,,,,,
indolence,IH,N,D,AH,L,AH,N,S,,,,,,,,,,
inducement,IH,N,D,UW,S,M,AH,N,T,,,,,,,,,
inductee,IH,N,D,AH,K,T,IY,,,,,,,,,,,
induction,IH,N,D,AH,K,SH,AH,N,,,,,,,,,,
inductor,IH,N,D,AH,K,T,ER,,,,,,,,,,,
indulgence,IH,N,D,AH,L,JH,AH,N,S,,,,,,,,,
industrialist,IH,N,D,AH,S,T,R,IY,AH,L,IH,S,T,,,,,
industry,IH,N,D,AH,S,T,R,IY,,,,,,,,,,
inebriate,IH,N,EH,B,R,IY,EY,T,,,,,,,,,,
ineffectiveness,IH,N,AH,F,EH,K,T,IH,V,N,AH,S,,,,,,
inefficiency,IH,N,IH,F,IH,SH,AH,N,S,IY,,,,,,,,
ineptitude,IH,N,EH,P,T,IH,T,UW,D,,,,,,,,,
ineptness,IH,N,EH,P,T,N,IH,S,,,,,,,,,,
inequalities,IH,N,AH,K,W,AA,L,IH,T,IY,Z,,,,,,,
inertia,IH,N,ER,SH,AH,,,,,,,,,,,,,
inertness,IH,N,ER,T,N,AH,S,,,,,,,,,,,
inevitabilities,IH,N,EH,V,AH,T,AH,B,IH,L,AH,T,EH,Z,,,,
inexactitude,IH,N,IH,G,Z,AE,K,T,AH,T,UW,D,,,,,,
inexistence,IH,N,EH,G,Z,IH,S,T,AH,N,S,,,,,,,
inexpensiveness,IH,N,EH,K,S,P,EH,N,S,IH,V,N,AH,S,,,,
inexperience,IH,N,IH,K,S,P,IH,R,IY,AH,N,S,,,,,,
infallibility,IH,N,F,AE,L,IH,B,IH,L,IH,T,IY,,,,,,
infamy,IH,N,F,AH,M,IY,,,,,,,,,,,,
infancy,IH,N,F,AH,N,S,IY,,,,,,,,,,,
infant,IH,N,F,AH,N,T,,,,,,,,,,,,
infanticide,IH,N,F,AE,N,T,AH,S,AY,D,,,,,,,,
infantilism,IH,N,F,AH,N,T,AY,L,IH,Z,AH,M,,,,,,
infantry,IH,N,F,AH,N,T,R,IY,,,,,,,,,,
infantryman,IH,N,F,AE,N,T,R,IY,M,AH,N,,,,,,,
infantrymen,IH,N,F,AE,N,T,R,IY,M,AH,N,,,,,,,
infarct,IH,N,F,AA,R,K,T,,,,,,,,,,,
infatuation,IH,N,F,AE,CH,UW,EY,SH,AH,N,,,,,,,,
infection,IH,N,F,EH,K,SH,AH,N,,,,,,,,,,
infector,IH,N,F,EH,K,T,ER,,,,,,,,,,,
inference,IH,N,F,ER,AH,N,S,,,,,,,,,,,
inferiority,IH,N,F,IH,R,IY,AO,R,IH,T,IY,,,,,,,
inferno,IH,N,F,ER,N,OW,,,,,,,,,,,,
infertility,IH,N,F,ER,T,IH,L,IH,T,IY,,,,,,,,
infestation,IH,N,F,EH,S,T,EY,SH,AH,N,,,,,,,,
infidel,IH,N,F,IH,D,EH,L,,,,,,,,,,,
infield,IH,N,F,IY,L,D,,,,,,,,,,,,
infighting,IH,N,F,AY,T,IH,NG,,,,,,,,,,,
infiltration,IH,N,F,IH,L,T,R,EY,SH,AH,N,,,,,,,
infinites,IH,N,F,AH,N,AH,T,S,,,,,,,,,,
infinity,IH,N,F,IH,N,IH,T,IY,,,,,,,,,,
infirmary,IH,N,F,ER,M,ER,IY,,,,,,,,,,,
infirmities,IH,N,F,ER,M,IH,T,IY,Z,,,,,,,,,
inflammation,IH,N,F,L,AH,M,EY,SH,AH,N,,,,,,,,
inflation,IH,N,F,L,EY,SH,AH,N,,,,,,,,,,
inflection,IH,N,F,L,EH,K,SH,AH,N,,,,,,,,,
inflexibility,IH,N,F,L,EH,K,S,IH,B,IH,L,IH,T,IY,,,,
infliction,IH,N,F,L,IH,K,SH,AH,N,,,,,,,,,
inflictor,IH,N,F,L,IH,K,T,ER,,,,,,,,,,
inflow,IH,N,F,L,OW,,,,,,,,,,,,,
influence,IH,N,F,L,UW,AH,N,S,,,,,,,,,,
influenza,IH,N,F,L,UW,EH,N,Z,AH,,,,,,,,,
influx,IH,N,F,L,AH,K,S,,,,,,,,,,,
info,IH,N,F,OW,,,,,,,,,,,,,,
infomercials,IH,N,F,OW,M,ER,SH,AH,L,Z,,,,,,,,
informality,IH,N,F,ER,M,AE,L,IH,T,IY,,,,,,,,
infotainment,IH,N,F,OW,T,EY,N,M,AH,N,T,,,,,,,
infraction,IH,N,F,R,AE,K,SH,AH,N,,,,,,,,,
infrareds,IH,N,F,R,AH,R,EH,D,Z,,,,,,,,,
infrastructure,IH,N,F,R,AH,S,T,R,AH,K,CH,ER,,,,,,
infringement,IH,N,F,R,IH,N,JH,M,AH,N,T,,,,,,,
infuser,IH,N,F,Y,UW,Z,ER,,,,,,,,,,,
ingenuity,IH,N,JH,AH,N,UW,AH,T,IY,,,,,,,,,
ingestion,IH,N,JH,EH,S,CH,AH,N,,,,,,,,,,
ingles,IH,NG,G,AH,L,Z,,,,,,,,,,,,
ingot,IH,NG,G,AH,T,,,,,,,,,,,,,
ingrate,IH,N,G,R,EY,T,,,,,,,,,,,,
ingratitude,IH,N,G,R,AE,T,AH,T,UW,D,,,,,,,,
ingredient,IH,N,G,R,IY,D,IY,AH,N,T,,,,,,,,
ingress,IH,N,G,R,EH,S,,,,,,,,,,,,
inhabitant,IH,N,HH,AE,B,IH,T,AH,N,T,,,,,,,,
inhalation,IH,N,HH,AH,L,EY,SH,AH,N,,,,,,,,,
inhere,IH,N,HH,IH,ER,,,,,,,,,,,,,
inheritability,IH,N,HH,EH,R,AH,T,AH,B,IH,L,AH,T,EH,,,,
inheritor,IH,N,HH,EH,R,AH,T,ER,,,,,,,,,,
inhibition,IH,N,HH,AH,B,IH,SH,AH,N,,,,,,,,,
inhibitor,IH,N,HH,IH,B,AH,T,ER,,,,,,,,,,
inhumanities,IH,N,HH,Y,UW,M,AE,N,AH,T,IY,Z,,,,,,
iniquities,IH,N,IH,K,W,AH,T,IY,Z,,,,,,,,,
initials,IH,N,IH,SH,AH,L,Z,,,,,,,,,,,
injection,IH,N,JH,EH,K,SH,AH,N,,,,,,,,,,
injector,IH,N,JH,EH,K,T,ER,,,,,,,,,,,
injunction,IH,N,JH,AH,NG,K,SH,AH,N,,,,,,,,,
injury,IH,N,JH,ER,IY,,,,,,,,,,,,,
injustice,IH,N,JH,AH,S,T,IH,S,,,,,,,,,,
ink,IH,NG,K,,,,,,,,,,,,,,,
inkblot,IH,NG,K,B,L,AA,T,,,,,,,,,,,
inker,IH,NG,K,ER,,,,,,,,,,,,,,
inkling,IH,NG,K,L,IH,NG,,,,,,,,,,,,
inkpad,IH,NG,K,P,AE,D,,,,,,,,,,,,
inkstands,IH,NG,K,S,T,AE,N,D,Z,,,,,,,,,
inkwell,IH,NG,K,W,EH,L,,,,,,,,,,,,
inlay,IH,N,L,EY,,,,,,,,,,,,,,
inlet,IH,N,L,EH,T,,,,,,,,,,,,,
inmate,IH,N,M,EY,T,,,,,,,,,,,,,
inn,IH,N,,,,,,,,,,,,,,,,
innards,IH,N,ER,D,Z,,,,,,,,,,,,,
innertube,IH,N,ER,T,UW,B,,,,,,,,,,,,
inning,IH,N,IH,NG,,,,,,,,,,,,,,
innkeeper,IH,N,K,IY,P,ER,,,,,,,,,,,,
innocence,IH,N,AH,S,AH,N,S,,,,,,,,,,,
innovation,IH,N,AH,V,EY,SH,AH,N,,,,,,,,,,
innuendo,IH,N,Y,UW,EH,N,D,OW,,,,,,,,,,
inoculation,IH,N,AA,K,Y,AH,L,EY,SH,AH,N,,,,,,,
inpatient,IH,N,P,EY,SH,AH,N,T,,,,,,,,,,
input,IH,N,P,UH,T,,,,,,,,,,,,,
inquest,IH,N,K,W,EH,S,T,,,,,,,,,,,
inquirer,IH,N,K,W,AY,R,ER,,,,,,,,,,,
inquiries,IH,N,K,W,AY,ER,IY,Z,,,,,,,,,,
inquisition,IH,N,K,W,AH,Z,IH,SH,AH,N,,,,,,,,
inquisitor,IH,N,K,W,IH,Z,AH,T,ER,,,,,,,,,
ins,IH,N,Z,,,,,,,,,,,,,,,
insanity,IH,N,S,AE,N,AH,T,IY,,,,,,,,,,
inscription,IH,N,S,K,R,IH,P,SH,AH,N,,,,,,,,
inseam,IH,N,S,IY,M,,,,,,,,,,,,,
insect,IH,N,S,EH,K,T,,,,,,,,,,,,
insecticide,IH,N,S,EH,K,T,AH,S,AY,D,,,,,,,,
insectivore,IH,N,S,EH,K,T,AH,V,AH,R,,,,,,,,
insecurity,IH,N,S,IH,K,Y,UH,R,IH,T,IY,,,,,,,
insemination,IH,N,S,EH,M,AH,N,EY,SH,AH,N,,,,,,,
insensitivity,IH,N,S,EH,N,S,AH,T,IH,V,AH,T,IY,,,,,
insentient,IH,N,S,EH,N,CH,AH,N,T,,,,,,,,,
insertion,IH,N,S,ER,SH,AH,N,,,,,,,,,,,
inset,IH,N,S,EH,T,,,,,,,,,,,,,
insider,IH,N,S,AY,D,ER,,,,,,,,,,,,
insight,IH,N,S,AY,T,,,,,,,,,,,,,
insignia,IH,N,S,IH,G,N,IY,AH,,,,,,,,,,
insignificance,IH,N,S,IH,G,N,Y,IH,F,IH,K,AH,N,S,,,,
insincerity,IH,N,S,IH,N,S,EH,R,AH,T,IY,,,,,,,
insinuation,IH,N,S,IH,N,Y,UW,EY,SH,AH,N,,,,,,,
insistence,IH,N,S,IH,S,T,AH,N,S,,,,,,,,,
insolate,IH,N,S,AH,L,AH,T,,,,,,,,,,,
insolvency,IH,N,S,AA,L,V,AH,N,S,IY,,,,,,,,
insomnia,IH,N,S,AA,M,N,IY,AH,,,,,,,,,,
insomniac,IH,N,S,AA,M,N,IY,AE,K,,,,,,,,,
insouciance,IH,N,S,UW,S,IY,AH,N,S,,,,,,,,,
inspection,IH,N,S,P,EH,K,SH,AH,N,,,,,,,,,
inspector,IH,N,S,P,EH,K,T,ER,,,,,,,,,,
inspiration,IH,N,S,P,ER,EY,SH,AH,N,,,,,,,,,
instabilities,IH,N,S,T,AH,B,IH,L,IH,T,IY,Z,,,,,,
installation,IH,N,S,T,AH,L,EY,SH,AH,N,,,,,,,,
instances,IH,N,S,T,AH,N,S,AH,Z,,,,,,,,,
instant,IH,N,S,T,AH,N,T,,,,,,,,,,,
instep,IH,N,S,T,EH,P,,,,,,,,,,,,
instigation,IH,N,S,T,IH,G,EY,SH,AH,N,,,,,,,,
instinct,IH,N,S,T,IH,NG,K,T,,,,,,,,,,
institution,IH,N,S,T,IH,T,UW,SH,AH,N,,,,,,,,
institutionalization,IH,N,S,T,IH,T,UW,SH,AH,N,AH,L,IH,Z,EY,SH,AH,N
instruction,IH,N,S,T,R,AH,K,SH,AH,N,,,,,,,,
instructor,IH,N,S,T,R,AH,K,T,ER,,,,,,,,,
instrument,IH,N,S,T,R,AH,M,AH,N,T,,,,,,,,
insubordination,IH,N,S,AH,B,AO,R,D,AH,N,EY,SH,AH,N,,,,
insufficiency,IH,N,S,AH,F,IH,SH,AH,N,S,IY,,,,,,,
insulation,IH,N,S,AH,L,EY,SH,AH,N,,,,,,,,,
insulin,IH,N,S,AH,L,AH,N,,,,,,,,,,,
insulter,IH,N,S,AH,L,T,ER,,,,,,,,,,,
insurance,IH,N,SH,UH,R,AH,N,S,,,,,,,,,,
insurgence,IH,N,S,ER,JH,AH,N,S,,,,,,,,,,
insurrection,IH,N,S,ER,EH,K,SH,AH,N,,,,,,,,,
intaglio,IH,N,T,AE,L,Y,OW,,,,,,,,,,,
intake,IH,N,T,EY,K,,,,,,,,,,,,,
intangibility,IH,N,T,AE,N,JH,AH,B,IH,L,AH,T,IY,,,,,
integer,IH,N,T,AH,JH,ER,,,,,,,,,,,,
integration,IH,N,T,AH,G,R,EY,SH,AH,N,,,,,,,,
integrationist,IH,N,T,AH,G,R,EY,SH,AH,N,IH,S,T,,,,,
intellect,IH,N,T,AH,L,EH,K,T,,,,,,,,,,
intellectualism,IH,N,T,EH,L,AH,K,CH,UW,AH,L,IH,Z,AH,M,,,
intelligence,IH,N,T,EH,L,AH,JH,AH,N,S,,,,,,,,
intelligentsia,IH,N,T,EH,L,AH,JH,EH,N,T,S,IY,AH,,,,,
intemperance,IH,N,T,EH,M,P,ER,AH,N,S,,,,,,,,
intendant,IH,N,T,EH,N,D,AH,N,T,,,,,,,,,
intensifier,IH,N,T,EH,N,S,AH,F,AY,ER,,,,,,,,
intensity,IH,N,T,EH,N,S,IH,T,IY,,,,,,,,,
intent,IH,N,T,EH,N,T,,,,,,,,,,,,
intentionality,IH,N,T,EH,N,CH,AH,N,AH,L,AH,T,IY,,,,,
interaction,IH,N,T,ER,AE,K,SH,AH,N,,,,,,,,,
interagency,IH,N,T,ER,EY,JH,AH,N,S,IY,,,,,,,,
interception,IH,N,T,ER,S,EH,P,SH,AH,N,,,,,,,,
interceptor,IH,N,T,ER,S,EH,P,T,ER,,,,,,,,,
intercession,IH,N,T,ER,S,EH,SH,AH,N,,,,,,,,,
interchange,IH,N,T,ER,CH,EY,N,JH,,,,,,,,,,
intercity,IH,N,T,ER,S,IH,T,IY,,,,,,,,,,
intercom,IH,N,T,ER,K,AA,M,,,,,,,,,,,
interconnect,IH,N,T,ER,K,AH,N,EH,K,T,,,,,,,,
interconnectedness,IH,N,T,ER,K,AH,N,EH,K,T,AH,D,N,AH,S,,,
intercooler,IH,N,T,ER,K,UW,L,ER,,,,,,,,,,
intercourse,IH,N,T,ER,K,AO,R,S,,,,,,,,,,
intercuts,IH,N,T,ER,K,AH,T,S,,,,,,,,,,
interdiction,IH,N,T,ER,D,IH,K,SH,AH,N,,,,,,,,
interest,IH,N,T,AH,R,EH,S,T,,,,,,,,,,
interface,IH,N,T,ER,F,EY,S,,,,,,,,,,,
interfaith,IH,N,T,ER,F,EY,TH,,,,,,,,,,,
interference,IH,N,T,ER,F,IH,R,AH,N,S,,,,,,,,
interferon,IH,N,T,ER,F,EH,R,AA,N,,,,,,,,,
interim,IH,N,T,ER,AH,M,,,,,,,,,,,,
interior,IH,N,T,IH,R,IY,ER,,,,,,,,,,,
interjection,IH,N,T,ER,JH,EH,K,SH,AH,N,,,,,,,,
interleague,IH,N,T,ER,L,IY,G,,,,,,,,,,,
interlocks,IH,N,T,ER,L,AA,K,S,,,,,,,,,,
interloper,IH,N,T,ER,L,OW,P,ER,,,,,,,,,,
interlude,IH,N,T,ER,L,UW,D,,,,,,,,,,,
intermediaries,IH,N,T,ER,M,IY,D,IY,EH,R,IY,Z,,,,,,
intermediates,IH,N,T,ER,M,IY,D,IY,AH,T,S,,,,,,,
interment,IH,N,T,ER,M,AH,N,T,,,,,,,,,,
intermission,IH,N,T,ER,M,IH,SH,AH,N,,,,,,,,,
intermix,IH,N,T,ER,M,IH,K,S,,,,,,,,,,
intern,IH,N,T,ER,N,,,,,,,,,,,,,
internationalist,IH,N,T,ER,N,AE,SH,AH,N,AH,L,IH,S,T,,,,
internet,IH,N,T,ER,N,EH,T,,,,,,,,,,,
internist,IH,N,T,ER,N,IH,S,T,,,,,,,,,,
internship,IH,N,T,ER,N,SH,IH,P,,,,,,,,,,
interoffice,IH,N,T,ER,AO,F,AH,S,,,,,,,,,,
interplay,IH,N,T,ER,P,L,EY,,,,,,,,,,,
interpolation,IH,N,T,ER,P,AH,L,EY,SH,AH,N,,,,,,,
interpretation,IH,N,T,ER,P,R,IH,T,EY,SH,AH,N,,,,,,
interrelationship,IH,N,T,ER,R,IY,L,EY,SH,AH,N,SH,IH,P,,,,
interrogation,IH,N,T,EH,R,AH,G,EY,SH,AH,N,,,,,,,
interrogatories,IH,N,T,EH,R,AA,G,AH,T,AO,R,IY,Z,,,,,
interrupter,IH,N,T,AH,R,AH,P,T,ER,,,,,,,,,
intersection,IH,N,T,ER,S,EH,K,SH,AH,N,,,,,,,,
interspecies,IH,N,T,ER,S,P,IY,SH,IY,Z,,,,,,,,
interstates,IH,N,T,ER,S,T,EY,T,S,,,,,,,,,
interval,IH,N,T,ER,V,AH,L,,,,,,,,,,,
intervention,IH,N,T,ER,V,EH,N,SH,AH,N,,,,,,,,
interventionists,IH,N,T,ER,V,EH,N,SH,AH,N,IH,S,T,S,,,,
interview,IH,N,T,ER,V,Y,UW,,,,,,,,,,,
interviewee,IH,N,T,ER,V,Y,UW,IY,,,,,,,,,,
intestine,IH,N,T,EH,S,T,AH,N,,,,,,,,,,
intimacies,IH,N,T,AH,M,AH,S,IY,Z,,,,,,,,,
intimations,IH,N,T,IH,M,EY,SH,AH,N,Z,,,,,,,,
intimidation,IH,N,T,IH,M,IH,D,EY,SH,AH,N,,,,,,,
intolerance,IH,N,T,AA,L,ER,AH,N,S,,,,,,,,,
intonation,IH,N,T,AH,N,EY,SH,AH,N,,,,,,,,,
intoxication,IH,N,T,AA,K,S,AH,K,EY,SH,AH,N,,,,,,
intranet,IH,N,T,R,AH,N,EH,T,,,,,,,,,,
intransigence,IH,N,T,R,AE,N,S,AH,JH,AH,N,S,,,,,,
intrepidity,IH,N,T,R,EH,P,AH,D,AH,T,IY,,,,,,,
intricacies,IH,N,T,R,AH,K,AH,S,IY,Z,,,,,,,,
intrigue,IH,N,T,R,IY,G,,,,,,,,,,,,
intro,IH,N,T,R,OW,,,,,,,,,,,,,
introducer,IH,N,T,R,AH,D,UW,S,ER,,,,,,,,,
introduction,IH,N,T,R,AH,D,AH,K,SH,AH,N,,,,,,,
introspection,IH,N,T,R,AH,S,P,EH,K,SH,AH,N,,,,,,
introvert,IH,N,T,R,OW,V,ER,T,,,,,,,,,,
intruder,IH,N,T,R,UW,D,ER,,,,,,,,,,,
intrusion,IH,N,T,R,UW,ZH,AH,N,,,,,,,,,,
intubation,IH,N,T,UW,B,EY,SH,AH,N,,,,,,,,,
intuit,IH,N,T,UW,AH,T,,,,,,,,,,,,
inundation,IH,N,AH,N,D,EY,SH,AH,N,,,,,,,,,
inure,IH,N,Y,UH,R,,,,,,,,,,,,,
inurnment,IH,N,ER,N,M,AH,N,T,,,,,,,,,,
invader,IH,N,V,EY,D,ER,,,,,,,,,,,,
invalid,IH,N,V,AH,L,AH,D,,,,,,,,,,,
invariance,IH,N,V,EH,R,IY,AH,N,S,,,,,,,,,
invasion,IH,N,V,EY,ZH,AH,N,,,,,,,,,,,
invective,IH,N,V,EH,K,T,IH,V,,,,,,,,,,
inveigle,IH,N,V,EY,G,AH,L,,,,,,,,,,,
invention,IH,N,V,EH,N,SH,AH,N,,,,,,,,,,
inventor,IH,N,V,EH,N,T,ER,,,,,,,,,,,
inventories,IH,N,V,AH,N,T,AO,R,IY,Z,,,,,,,,
inversion,IH,N,V,ER,ZH,AH,N,,,,,,,,,,,
invertebrates,IH,N,V,ER,T,AH,B,R,AH,T,S,,,,,,,
inverter,IH,N,V,ER,T,ER,,,,,,,,,,,,
investigation,IH,N,V,EH,S,T,AH,G,EY,SH,AH,N,,,,,,
investiture,IH,N,V,EH,S,T,AH,CH,ER,,,,,,,,,
investment,IH,N,V,EH,S,T,M,AH,N,T,,,,,,,,
investor,IH,N,V,EH,S,T,ER,,,,,,,,,,,
invincibility,IH,N,V,IH,N,S,AH,B,IH,L,IH,T,IY,,,,,
inviolability,IH,N,V,AY,AH,L,AH,B,IH,L,AH,T,EH,,,,,
invisibility,IH,N,V,IH,Z,AH,B,IH,L,AH,T,IY,,,,,,
invitation,IH,N,V,IH,T,EY,SH,AH,N,,,,,,,,,
invitee,IH,N,V,AY,T,IY,,,,,,,,,,,,
invocation,IH,N,V,AH,K,EY,SH,AH,N,,,,,,,,,
invoice,IH,N,V,OY,S,,,,,,,,,,,,,
involvement,IH,N,V,AA,L,V,M,AH,N,T,,,,,,,,
iodide,AY,AH,D,AY,D,,,,,,,,,,,,,
iodine,AY,AH,D,AY,N,,,,,,,,,,,,,
ion,AY,AA,N,,,,,,,,,,,,,,,
ionization,AY,AH,N,AH,Z,EY,SH,AH,N,,,,,,,,,
ionosphere,AY,AA,N,AO,S,F,IY,R,,,,,,,,,,
iota,AY,OW,T,AH,,,,,,,,,,,,,,
ipecac,IH,P,AH,K,AH,K,,,,,,,,,,,,
ire,AY,R,,,,,,,,,,,,,,,,
iridium,IH,R,IH,D,IY,AH,M,,,,,,,,,,,
irises,AY,R,AH,S,IH,Z,,,,,,,,,,,,
iron,AY,ER,N,,,,,,,,,,,,,,,
ironbark,AY,ER,N,B,AA,R,K,,,,,,,,,,,
ironbound,AY,ER,N,B,AW,N,D,,,,,,,,,,,
ironclad,AY,ER,N,K,L,AE,D,,,,,,,,,,,
ironingboard,AY,ER,N,IH,NG,B,OW,R,D,,,,,,,,,
ironmonger,AY,ER,N,M,AH,NG,G,ER,,,,,,,,,,
ironstone,AY,ER,N,S,T,OW,N,,,,,,,,,,,
ironwood,AY,ER,N,W,UH,D,,,,,,,,,,,,
ironwork,AY,ER,N,W,ER,K,,,,,,,,,,,,
irony,AY,R,AH,N,IY,,,,,,,,,,,,,
irradiation,IH,R,EY,D,IY,EY,SH,AH,N,,,,,,,,,
irrationalities,IH,R,AE,SH,AH,N,AE,L,AH,T,IY,Z,,,,,,
irregularities,IH,R,EH,G,Y,AH,L,EH,R,AH,T,IY,Z,,,,,
irrelevancies,IH,R,EH,L,AH,V,AH,N,S,IY,Z,,,,,,,
irresistibility,IH,R,IH,Z,IH,S,T,AH,B,IH,L,AH,T,IY,,,,
irresponsibility,IH,R,AH,S,P,AA,N,S,AH,B,IH,L,AH,T,IY,,,
irreverence,IH,R,EH,V,ER,AH,N,S,,,,,,,,,,
irrevocability,IH,R,IY,V,OW,K,AH,B,IH,L,AH,T,EH,,,,,
irrigation,IH,R,AH,G,EY,SH,AH,N,,,,,,,,,,
irritation,IH,R,IH,T,EY,SH,AH,N,,,,,,,,,,
ischemia,IH,S,K,EH,M,IY,AH,,,,,,,,,,,
isinglass,IH,Z,IH,NG,L,AE,S,,,,,,,,,,,
island,AY,L,AH,N,D,,,,,,,,,,,,,
isle,AY,L,,,,,,,,,,,,,,,,
isolation,AY,S,AH,L,EY,SH,AH,N,,,,,,,,,,
isolationism,AY,S,AH,L,EY,SH,AH,N,IH,Z,AH,M,,,,,,
isolationist,AY,S,AH,L,EY,SH,AH,N,AH,S,T,,,,,,,
isomerism,AY,S,AH,M,ER,IH,Z,AH,M,,,,,,,,,
isometrics,IH,S,AH,M,EH,T,R,AH,S,Z,,,,,,,,
isopropyl,AH,S,AA,P,R,AH,P,AH,L,,,,,,,,,
isosceles,AY,S,AO,S,AH,L,IY,Z,,,,,,,,,,
isotope,AY,S,AH,T,OW,P,,,,,,,,,,,,
issuance,IH,SH,UW,AH,N,S,,,,,,,,,,,,
issue,IH,SH,UW,,,,,,,,,,,,,,,
isthmus,IH,S,M,AH,S,,,,,,,,,,,,,
italic,AY,T,AE,L,IH,K,,,,,,,,,,,,
itch,IH,CH,,,,,,,,,,,,,,,,
itchiness,IH,CH,IY,N,AH,S,,,,,,,,,,,,
item,AY,T,AH,M,,,,,,,,,,,,,,
iteration,IH,T,AH,R,EY,SH,AH,N,,,,,,,,,,
itineraries,AY,T,IH,N,ER,EH,R,IY,Z,,,,,,,,,
ivory,AY,V,ER,IY,,,,,,,,,,,,,,
jabber,JH,AE,B,ER,,,,,,,,,,,,,,
jabs,JH,AE,B,Z,,,,,,,,,,,,,,
jacaranda,JH,AE,K,AH,R,AE,N,D,AH,,,,,,,,,
jack,JH,AE,K,,,,,,,,,,,,,,,
jackal,JH,AE,K,AH,L,,,,,,,,,,,,,
jackanapes,JH,AE,K,AH,N,EY,P,S,,,,,,,,,,
jackass,JH,AE,K,AE,S,,,,,,,,,,,,,
jackboot,JH,AE,K,B,UW,T,,,,,,,,,,,,
jacket,JH,AE,K,AH,T,,,,,,,,,,,,,
jackhammer,JH,AE,K,HH,AE,M,ER,,,,,,,,,,,
jackknife,JH,AE,K,N,AY,F,,,,,,,,,,,,
jackknives,JH,AE,K,N,AY,V,Z,,,,,,,,,,,
jackleg,JH,AE,K,L,EH,G,,,,,,,,,,,,
jack-o-lantern,JH,AE,K,OW,L,AE,N,T,ER,N,,,,,,,,
jackpot,JH,AE,K,P,AA,T,,,,,,,,,,,,
jackrabbit,JH,AE,K,R,AE,B,AH,T,,,,,,,,,,
jacks,JH,AE,K,S,,,,,,,,,,,,,,
jacquard,JH,AE,K,W,AH,R,D,,,,,,,,,,,
jade,JH,EY,D,,,,,,,,,,,,,,,
jaguar,JH,AE,G,W,AA,R,,,,,,,,,,,,
jai,JH,AY,,,,,,,,,,,,,,,,
jail,JH,EY,L,,,,,,,,,,,,,,,
jailbait,JH,EY,L,B,EY,T,,,,,,,,,,,,
jailbird,JH,EY,L,B,ER,D,,,,,,,,,,,,
jailbreak,JH,EY,L,B,R,EY,K,,,,,,,,,,,
